mod_razona_cuantitat_punt,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,estu_pagomatricula,estu_metodo_prgm,inst_caracter_academico,inst_origen,fami_educacionpadre,fami_ocupacionpadre,fami_educacionmadre,fami_ocupacionmadre,estu_tituloobtenidobachiller,estu_horassemanatrabaja,estu_valormatriculauniversidad,fami_tieneautomovil,fami_tienemotocicleta,edad,desempeno_dicotomico
144,M,,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 5.5 millones y menos de 7 millones,Si,No,23,0
110,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,Si,27,1
176,F,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,21,0
159,M,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 1 millón y menos de 2.5 millones,Si,Si,21,0
103,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,No sabe,Pensionado,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Bachiller académico,0,Menos de 500 mil,No,No,22,1
119,M,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,23,1
169,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,21,0
121,F,Estrato 1,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,25,1
122,M,Estrato 2,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Otra actividad u ocupación,No sabe,Otra actividad u ocupación,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,Si,21,1
167,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,27,0
125,F,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica incompleta,Otra actividad u ocupación,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,35,1
82,M,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Técnica o tecnológica incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,28,1
165,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,23,0
183,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,No,No,21,0
127,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Ninguno,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,21,1
136,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Empleado obrero u operario,Técnica o tecnológica incompleta,Otra actividad u ocupación,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,26,1
103,F,Estrato 1,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Bachiller técnico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,26,1
105,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,20,1
154,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Otra actividad u ocupación,Educación profesional completa,Pequeño empresario,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,24,0
120,M,Estrato 1,No,No,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Ninguno,Pequeño empresario,Primaria incompleta,Pequeño empresario,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,1
113,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empresario,Secundaria (Bachillerato) incompleta,Profesional Independiente,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,24,1
112,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,Si,No,24,1
114,F,Estrato 1,No,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Empleado obrero u operario,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Bachiller técnico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,No,No,21,1
195,F,Estrato 3,Si,No,,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Pequeño empresario,Bachiller académico,Menos de 10 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,0
165,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,40,0
110,F,Estrato 1,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria completa,Otra actividad u ocupación,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,25,1
110,M,Estrato 1,No,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Educación profesional completa,Otra actividad u ocupación,Bachiller técnico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,23,1
160,F,Estrato 3,No,No, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,21,0
117,F,Estrato 1,No,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller pedagógico o normalista,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,21,1
110,F,Estrato 2,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,30,1
101,M,Estrato 4,No,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,No,34,1
132,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,45,1
108,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,25,1
150,F,Estrato 4,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Pequeño empresario,Secundaria (Bachillerato) incompleta,Pequeño empresario,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,26,0
173,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,Si,No,21,0
174,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Postgrado,Pequeño empresario,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,,Entre 4 millones y menos de 5.5 millones,Si,No,21,0
169,M,Estrato 6,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Educación profesional incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,26,0
130,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller técnico,0,Entre 5.5 millones y menos de 7 millones,No,No,22,1
210,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,21,0
153,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,No,22,0
167,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 5.5 millones y menos de 7 millones,No,No,21,0
164,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,Educación profesional completa,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,28,0
201,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,Educación profesional incompleta,Trabajador por cuenta propia,Bachiller académico,Menos de 10 horas,Más de 7 millones,No,No,22,0
157,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Técnica o tecnológica incompleta,Otra actividad u ocupación,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,23,0
300,M,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Empleado de nivel directivo,Educación profesional incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,Si,No,23,0
148,F,Estrato 1,No,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica completa,Pensionado,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,0
126,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Educación profesional completa,Otra actividad u ocupación,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
109,F,Estrato 2,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,22,1
115,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Ninguno,Trabajador por cuenta propia,Primaria incompleta,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,Si,Si,23,1
128,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Más de 7 millones,Si,No,20,1
139,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Educación profesional completa,Pensionado,Bachiller académico,0,Más de 7 millones,No,Si,21,1
149,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Profesional independiente,Postgrado,Empleado de nivel directivo,Bachiller académico,Menos de 10 horas,Más de 7 millones,Si,No,22,0
144,M,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,Si,Si,22,0
197,M,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,No sabe,Otra actividad u ocupación,Técnica o tecnológica completa,Pensionado,Bachiller académico,0,Más de 7 millones,Si,No,22,0
144,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Pensionado,Educación profesional completa,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,22,0
110,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,22,1
146,F,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,22,0
101,F,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Menos de 10 horas,Entre 5.5 millones y menos de 7 millones,No,No,22,1
107,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,23,1
105,F,Estrato 5,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Pequeño empresario,Educación profesional completa,Empresario,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,24,1
141,M,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Otra actividad u ocupación,Técnica o tecnológica incompleta,Hogar,Bachiller académico,Menos de 10 horas,Entre 500 mil y menos de 1 millón,No,No,23,1
129,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,0,No pagó matrícula,No,No,22,1
207,F,Estrato 2,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel directivo,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,No pagó matrícula,Si,No,22,0
142,M,Estrato 1,Si,No,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,Entre 21 y 30 horas,Menos de 500 mil,No,No,30,1
163,F,Estrato 3,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,No pagó matrícula,No,No,22,0
190,M,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller técnico,Menos de 10 horas,No pagó matrícula,No,No,24,0
165,M,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Menos de 10 horas,Menos de 500 mil,No,No,33,0
129,F,Sin Estrato,No,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Hogar,Bachiller académico,0,No pagó matrícula,No,No,22,1
116,M,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,23,1
130,F,Estrato 1,No,No,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Menos de 500 mil,No,Si,22,1
133,F,Estrato 3,Si,No,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,No pagó matrícula,No,No,23,1
98,F,Estrato 1,No,No,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Otra actividad u ocupación,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Bachiller académico,0,Menos de 500 mil,No,No,22,1
181,M,Estrato 1,No,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Bachiller técnico,Entre 11 y 20 horas,No pagó matrícula,No,No,21,0
146,M,,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Bachiller técnico,Más de 30 horas,Entre 500 mil y menos de 1 millón,No,No,22,0
153,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,Si,36,0
133,M,Estrato 2,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,Más de 30 horas,Entre 500 mil y menos de 1 millón,No,No,30,1
145,F,Estrato 2,Si,No,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,0,No pagó matrícula,No,No,37,0
150,M,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Pequeño empresario,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,Si,No,23,0
191,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Menos de 10 horas,No pagó matrícula,No,No,21,0
167,M,Estrato 1,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller técnico,Entre 11 y 20 horas,Menos de 500 mil,No,No,21,0
89,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Otra actividad u ocupación,Técnica o tecnológica incompleta,Hogar,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,No,25,1
156,F,,,,,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,,Pensionado,,Pensionado,Bachiller académico,,No pagó matrícula,,,51,0
151,F,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Entre 21 y 30 horas,Menos de 500 mil,No,No,21,0
99,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Menos de 10 horas,No pagó matrícula,No,Si,27,1
140,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller pedagógico o normalista,Menos de 10 horas,No pagó matrícula,No,No,22,1
101,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Empleado de nivel auxiliar o administrativo,Educación profesional incompleta,Hogar,Bachiller académico,Menos de 10 horas,Entre 1 millón y menos de 2.5 millones,Si,No,25,1
128,F,Estrato 1,Si,No, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,1
91,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,27,1
104,F,Estrato 1,Si,No, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Pequeño empresario,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,Si,No,24,1
94,M,Estrato 3,No,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,25,1
