mod_razona_cuantitat_punt,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,estu_pagomatricula,estu_metodo_prgm,inst_caracter_academico,inst_origen,fami_educacionpadre,fami_ocupacionpadre,fami_educacionmadre,fami_ocupacionmadre,estu_tituloobtenidobachiller,estu_horassemanatrabaja,estu_valormatriculauniversidad,fami_tieneautomovil,fami_tienemotocicleta,edad,desempeno_dicotomico
96,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,22,1
126,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Educación profesional incompleta,Empleado de nivel técnico o profesional,Bachiller técnico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,No,Si,20,1
130,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,Si,Si,22,1
105,F,Estrato 2,Si,No,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,33,1
118,M,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Otra actividad u ocupación,Técnica o tecnológica incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,Si,48,1
154,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Otra actividad u ocupación,Técnica o tecnológica completa,Hogar,Bachiller técnico,0,Entre 4 millones y menos de 5.5 millones,Si,No,22,0
130,F,Estrato 2,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Otra actividad u ocupación,Postgrado,Empleado de nivel técnico o profesional,Bachiller pedagógico o normalista,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,22,1
107,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Pensionado,Primaria incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,19,1
142,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Empleado obrero u operario,Técnica o tecnológica completa,Empleado obrero u operario,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,1
146,F,Estrato 1,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Técnica o tecnológica completa,Otra actividad u ocupación,Bachiller técnico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,24,0
150,F,Estrato 1,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Primaria completa,Hogar,Bachiller técnico,0,Entre 1 millón y menos de 2.5 millones,No,No,21,0
127,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Pensionado,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,Si,Si,19,1
152,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Educación profesional completa,Empleado con cargo como director o gerente general,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,22,0
137,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Empleado con cargo como director o gerente general,No sabe,Profesional Independiente,Bachiller técnico,,Entre 4 millones y menos de 5.5 millones,Si,Si,21,1
123,F,Estrato 1,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Técnica o tecnológica incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,Si,22,1
152,M,Estrato 5,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Ninguno,Profesional independiente,Primaria incompleta,Profesional Independiente,Bachiller pedagógico o normalista,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,22,0
97,F,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,30,1
78,M,Estrato 1,Si,No,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,32,1
139,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,25,1
137,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,0,Entre 1 millón y menos de 2.5 millones,No,No,49,1
112,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Empleado de nivel técnico o profesional,Primaria incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,40,1
152,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado obrero u operario,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,20,0
175,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Hogar,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,22,0
154,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,26,0
100,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Profesional Independiente,Bachiller pedagógico o normalista,0,Entre 5.5 millones y menos de 7 millones,No,No,25,1
138,F,Estrato 2,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Empleado de nivel técnico o profesional,Bachiller pedagógico o normalista,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
188,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Profesional independiente,Secundaria (Bachillerato) completa,Profesional Independiente,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,24,0
168,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Menos de 10 horas,Más de 7 millones,Si,No,21,0
162,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Educación profesional completa,Trabajador por cuenta propia,Bachiller pedagógico o normalista,0,Más de 7 millones,Si,No,21,0
92,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Pensionado,Educación profesional incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,23,1
173,M,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Postgrado,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 500 mil y menos de 1 millón,Si,Si,21,0
206,M,Estrato 2,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Menos de 10 horas,No pagó matrícula,No,No,22,0
140,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Postgrado,Empleado de nivel técnico o profesional,Postgrado,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,Si,21,1
155,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Pequeño empresario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,No pagó matrícula,No,No,25,0
178,M,,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller académico,0,Menos de 500 mil,No,No,22,0
210,M,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Otra actividad u ocupación,Primaria incompleta,Hogar,Bachiller pedagógico o normalista,0,No pagó matrícula,Si,No,21,0
154,F,Estrato 1,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Empleado obrero u operario,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,22,0
136,F,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Hogar,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 500 mil y menos de 1 millón,No,No,24,1
99,F,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Hogar,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,No,Si,25,1
163,M,Estrato 1,No,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,No,22,0
146,F,Estrato 3,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Pequeño empresario,Bachiller técnico,Menos de 10 horas,No pagó matrícula,No,No,33,0
132,M,Estrato 1,No,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Menos de 500 mil,No,No,25,1
130,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,23,1
101,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,No,23,1
160,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Bachiller técnico,Más de 30 horas,No pagó matrícula,No,No,27,0
152,F,Estrato 2,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller técnico,Entre 21 y 30 horas,No pagó matrícula,No,No,24,0
120,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Más de 30 horas,Menos de 500 mil,No,No,22,1
177,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Menos de 500 mil,Si,No,25,0
153,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Pensionado,Técnica o tecnológica completa,Pensionado,Bachiller pedagógico o normalista,Más de 30 horas,Menos de 500 mil,Si,Si,45,0
183,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Profesional independiente,Técnica o tecnológica incompleta,Profesional Independiente,Bachiller técnico,Menos de 10 horas,Entre 500 mil y menos de 1 millón,No,No,21,0
195,M,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Técnica o tecnológica completa,Hogar,Bachiller técnico,Menos de 10 horas,Entre 500 mil y menos de 1 millón,No,No,21,0
133,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,No,No,22,1
119,F,,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,0,No pagó matrícula,No,No,23,1
116,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,0,No pagó matrícula,No,No,24,1
161,F,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,0,Entre 500 mil y menos de 1 millón,No,Si,24,0
162,F,Estrato 1,No,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado obrero u operario,Técnica o tecnológica completa,Otra actividad u ocupación,Bachiller técnico,Menos de 10 horas,Menos de 500 mil,No,No,23,0
142,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,No,23,1
134,F,Estrato 3,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Pensionado,Bachiller académico,Menos de 10 horas,Entre 500 mil y menos de 1 millón,No,No,22,1
120,F,,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Otra actividad u ocupación,Secundaria (Bachillerato) incompleta,Empleado de nivel directivo,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,36,1
117,F,Estrato 2,,,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Ninguno,Trabajador por cuenta propia,Ninguno,Trabajador por cuenta propia,Bachiller académico,0,Entre 500 mil y menos de 1 millón,Si,Si,35,1
131,F,Estrato 1,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,28,1
107,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller técnico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,26,1
105,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,Si,Si,24,1
111,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,28,1
114,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,28,1
112,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,21,1
152,F,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Primaria incompleta,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,23,0
135,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Primaria incompleta,Empleado obrero u operario,Bachiller técnico,Entre 21 y 30 horas,Más de 7 millones,No,Si,24,1
183,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Secundaria (Bachillerato) completa,Empleado obrero u operario,Bachiller técnico,Más de 30 horas,Más de 7 millones,No,Si,24,0
135,F,Estrato 1,No,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Empleado obrero u operario,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,21,1
133,M,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,No pagó matrícula,No,Si,35,1
143,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Técnica o tecnológica incompleta,Hogar,Técnica o tecnológica incompleta,Otra actividad u ocupación,Bachiller técnico,Más de 30 horas,No pagó matrícula,No,Si,25,0
160,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Educación profesional completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel directivo,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,0
146,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,0,Entre 2.5 millones y menos de 4 millones,No,No,21,0
